names,av_score
run_time_norm_scale,1.367965367965368
budget_norm_scale,1.267063492063492
box_office_norm_scale,1.2815068535414698
rotten_toms_score_norm_scale,1.4699248120300752
profit_norm_scale,1.1589101280226772
